ID,question,knowledge concept,option,answer,image_path,knowledge concept description
9864,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,Magnets,A. The magnitude of the magnetic force is the same in both pairs. | B. The magnitude of the magnetic force is smaller in Pair 1. | C. The magnitude of the magnetic force is smaller in Pair 2.,The magnitude of the magnetic force is smaller in Pair 2.,scienceqa_images_fixed/9864.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by changing the distance between them. The magnitude of the magnetic force is smaller when there is a greater distance between the magnets."
9866,What can Lacey and Akira trade to each get what they want?,Basic economic principles,A. Akira can trade her almonds for Lacey's tomatoes. | B. Lacey can trade her tomatoes for Akira's carrots. | C. Lacey can trade her tomatoes for Akira's broccoli. | D. Akira can trade her broccoli for Lacey's oranges.,Lacey can trade her tomatoes for Akira's broccoli.,scienceqa_images_fixed/9866.jpg,
9868,What is the capital of New Mexico?,State capitals,A. Albuquerque | B. Helena | C. Sacramento | D. Santa Fe,Santa Fe,scienceqa_images_fixed/9868.jpg,
9869,Select the organism in the same genus as the Dalmatian pelican.,Classification and scientific names,A. Falco peregrinus | B. Balearica pavonina | C. Pelecanus erythrorhynchos,Pelecanus erythrorhynchos,scienceqa_images_fixed/9869.jpg,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur."
9871,"Complete the statement.
Hydrogen fluoride is ().",Atoms and molecules,A. a compound | B. an elementary substance,a compound,scienceqa_images_fixed/9871.jpg,"There are more than 100 different chemical elements, or types of atoms. Chemical elements make up all of the substances around you.
A substance may be composed of one chemical element or multiple chemical elements. Substances that are composed of only one chemical element are elementary substances. Substances that are composed of multiple chemical elements bonded together are compounds.
Every chemical element is represented by its own atomic symbol. An atomic symbol may consist of one capital letter, or it may consist of a capital letter followed by a lowercase letter. For example, the atomic symbol for the chemical element boron is B, and the atomic symbol for the chemical element chlorine is Cl.
Scientists use different types of models to represent substances whose atoms are bonded in different ways. One type of model is a ball-and-stick model. The ball-and-stick model below represents a molecule of the compound boron trichloride.
In a ball-and-stick model, the balls represent atoms, and the sticks represent bonds. Notice that the balls in the model above are not all the same color. Each color represents a different chemical element. The legend shows the color and the atomic symbol for each chemical element in the substance."
9872,Identify the question that Madelyn and Tucker's experiment can best answer.,Designing experiments,A. Does Madelyn's snowboard slide down a hill in less time when it has a thin layer of wax or a thick layer of wax? | B. Does Madelyn's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax?,Does Madelyn's snowboard slide down a hill in less time when it has a layer of wax or when it does not have a layer of wax?,scienceqa_images_fixed/9872.jpg,"Experiments can be designed to answer specific questions. How can you identify the questions that a certain experiment can answer? In order to do this, you need to figure out what was tested and what was measured during the experiment.
Imagine an experiment with two groups of daffodil plants. One group of plants was grown in sandy soil, and the other was grown in clay soil. Then, the height of each plant was measured.
First, identify the part of the experiment that was tested. The part of an experiment that is tested usually involves the part of the experimental setup that is different or changed. In the experiment described above, each group of plants was grown in a different type of soil. So, the effect of growing plants in different soil types was tested.
Then, identify the part of the experiment that was measured. The part of the experiment that is measured may include measurements and calculations. In the experiment described above, the heights of the plants in each group were measured.
Experiments can answer questions about how the part of the experiment that is tested affects the part that is measured. So, the experiment described above can answer questions about how soil type affects plant height.
Examples of questions that this experiment can answer include:
Does soil type affect the height of daffodil plants?
Do daffodil plants in sandy soil grow taller than daffodil plants in clay soil?
Are daffodil plants grown in sandy soil shorter than daffodil plants grown in clay soil?"
9874,"During this time, thermal energy was transferred from () to ().",Thermal energy,A. the surroundings . . . each greenhouse | B. each greenhouse . . . the surroundings,the surroundings . . . each greenhouse,scienceqa_images_fixed/9874.jpg,"A change in an object's temperature indicates a change in the object's thermal energy:
An increase in temperature shows that the object's thermal energy increased. So, thermal energy was transferred into the object from its surroundings.
A decrease in temperature shows that the object's thermal energy decreased. So, thermal energy was transferred out of the object to its surroundings."
9876,What is the capital of Wyoming?,State capitals,A. Salt Lake City | B. Laramie | C. Cheyenne | D. Phoenix,Cheyenne,scienceqa_images_fixed/9876.jpg,
9877,Which continent is highlighted?,Physical Geography,A. South America | B. Europe | C. North America | D. Antarctica,North America,scienceqa_images_fixed/9877.jpg,A continent is one of the major land masses on the earth. Most people say there are seven continents.
9880,Which term matches the picture?,Domain-specific vocabulary,A. monocot | B. dicot,monocot,scienceqa_images_fixed/9880.jpg,
9881,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,Magnets,A. The magnetic force is weaker in Pair 2. | B. The strength of the magnetic force is the same in both pairs. | C. The magnetic force is weaker in Pair 1.,The magnetic force is weaker in Pair 1.,scienceqa_images_fixed/9881.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
These pulls and pushes between magnets are called magnetic forces. The stronger the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the strength of a magnetic force between two magnets by changing the distance between them. The magnetic force is weaker when the magnets are farther apart."
9883,What is the capital of Oregon?,State capitals,A. Memphis | B. Salem | C. Phoenix | D. Portland,Salem,scienceqa_images_fixed/9883.jpg,
9884,Which solution has a higher concentration of purple particles?,Solutions,A. neither; their concentrations are the same | B. Solution B | C. Solution A,Solution B,scienceqa_images_fixed/9884.jpg,"A solution is made up of two or more substances that are completely mixed. In a solution, solute particles are mixed into a solvent. The solute cannot be separated from the solvent by a filter. For example, if you stir a spoonful of salt into a cup of water, the salt will mix into the water to make a saltwater solution. In this case, the salt is the solute. The water is the solvent.
The concentration of a solute in a solution is a measure of the ratio of solute to solvent. Concentration can be described in terms of particles of solute per volume of solvent.
concentration = particles of solute / volume of solvent"
9885,Which type of relationship is formed when European mistletoe grows on a linden tree?,Ecological interactions,A. commensal | B. parasitic | C. mutualistic,parasitic,scienceqa_images_fixed/9885.jpg,"When two organisms of different species interact in a way that affects one or both organisms, they form a symbiotic relationship. The word symbiosis comes from a Greek word that means living together. Scientists define types of symbiotic relationships based on how each organism is affected.
This table lists three common types of symbiotic relationships. It shows how each organism is affected in each type of symbiotic relationship.
Type of symbiotic relationship | Organism of one species... | Organism of the other species...
Commensal | benefits | is not significantly affected
Mutualistic | benefits | benefits
Parasitic | benefits | is harmed (but not usually killed)"
9886,What is the capital of Alaska?,State capitals,A. Anchorage | B. Juneau | C. Honolulu | D. Boise,Juneau,scienceqa_images_fixed/9886.jpg,
9887,What is the capital of Alaska?,State capitals,A. Tulsa | B. Juneau | C. Lincoln | D. Olympia,Juneau,scienceqa_images_fixed/9887.jpg,
9888,Which better describes the tide pool ecosystems in Tongue Point Marine Life Sanctuary?,Ecosystems,A. It has no sunlight. It also has daily flooding and draining of seawater. | B. It has water that is rich in nutrients. It also has many different types of organisms.,It has water that is rich in nutrients. It also has many different types of organisms.,scienceqa_images_fixed/9888.jpg,"An ecosystem is formed when living and nonliving things interact in an environment. There are many types of ecosystems. Here are some ways in which ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil or water
the organisms that live there"
9889,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"Velocity, acceleration, and forces",A. The magnitude of the magnetic force is greater in Pair 2. | B. The magnitude of the magnetic force is greater in Pair 1. | C. The magnitude of the magnetic force is the same in both pairs.,The magnitude of the magnetic force is greater in Pair 1.,scienceqa_images_fixed/9889.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is greater when the magnets are larger."
9891,Select the bird below.,Classification,A. robin | B. gorilla,robin,scienceqa_images_fixed/9891.jpg,"Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification."
9892,Which of the following best describes a population on the prairie grasslands of Montana?,Ecosystems,"A. a herd of American bison | B. the Idaho fescue and the rough fescue | C. the wolves, the mountain lions, and the grizzly bears",a herd of American bison,scienceqa_images_fixed/9892.jpg,"In an environment, organisms interact with each other and with their nonliving surroundings. To help describe these interactions, ecologists use specific terms for different types of groups.
A single organism is an individual. Individuals of the same species that live in the same place are part of a population.
Multiple populations of different species that live in the same place are part of a community.
Together, communities of living organisms and the nonliving parts of their environment make up an ecosystem."
9893,Which property do these two objects have in common?,Materials,A. sticky | B. bendable,bendable,scienceqa_images_fixed/9893.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells.
Different objects can have the same properties. You can use these properties to put objects into groups."
9895,What is the name of the colony shown?,Colonial America,A. Vermont | B. New Hampshire | C. Georgia | D. Iowa,New Hampshire,scienceqa_images_fixed/9895.jpg,
9896,What is the capital of New Jersey?,State capitals,A. Albany | B. Trenton | C. Augusta | D. Jersey City,Trenton,scienceqa_images_fixed/9896.jpg,
9901,Which property do these three objects have in common?,Materials,A. scratchy | B. flexible | C. yellow,flexible,scienceqa_images_fixed/9901.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it.
Different objects can have properties in common. You can use these properties to put objects into groups. Grouping objects by their properties is called classification."
9903,Which of the following organisms is the secondary consumer in this food web?,Ecological interactions,A. lichen | B. bilberry | C. short-tailed weasel,short-tailed weasel,scienceqa_images_fixed/9903.jpg,"A food web is a model.
A food web shows where organisms in an ecosystem get their food. Models can make things in nature easier to understand because models can represent complex things in a simpler way. If a food web showed every organism in an ecosystem, the food web would be hard to understand. So, each food web shows how some organisms in an ecosystem can get their food.
Arrows show how matter moves.
A food web has arrows that point from one organism to another. Each arrow shows the direction that matter moves when one organism eats another organism. An arrow starts from the organism that is eaten. The arrow points to the organism that is doing the eating.
An organism in a food web can have more than one arrow pointing from it. This shows that the organism is eaten by more than one other organism in the food web.
An organism in a food web can also have more than one arrow pointing to it. This shows that the organism eats more than one other organism in the food web."
9904,Which of these oceans does the prime meridian intersect?,Maps,A. the Arctic Ocean | B. the Indian Ocean | C. the Pacific Ocean,the Arctic Ocean,scienceqa_images_fixed/9904.jpg,"Lines of latitude and lines of longitude are imaginary lines drawn on some globes and maps. They can help you find places on globes and maps.
Lines of latitude show how far north or south a place is. We use units called degrees to describe how far a place is from the equator. The equator is the line located at 0° latitude. We start counting degrees from there.
Lines north of the equator are labeled N for north. Lines south of the equator are labeled S for south. Lines of latitude are also called parallels because each line is parallel to the equator.
Lines of longitude are also called meridians. They show how far east or west a place is. We use degrees to help describe how far a place is from the prime meridian. The prime meridian is the line located at 0° longitude. Lines west of the prime meridian are labeled W. Lines east of the prime meridian are labeled E. Meridians meet at the north and south poles.
The equator goes all the way around the earth, but the prime meridian is different. It only goes from the North Pole to the South Pole on one side of the earth. On the opposite side of the globe is another special meridian. It is labeled both 180°E and 180°W.
Together, lines of latitude and lines of longitude form a grid. You can use this grid to find the exact location of a place."
9905,Will these magnets attract or repel each other?,Magnets,A. repel | B. attract,repel,scienceqa_images_fixed/9905.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart.
Whether a magnet attracts or repels other magnets depends on the positions of its poles, or ends. Every magnet has two poles: north and south.
Here are some examples of magnets. The north pole of each magnet is labeled N, and the south pole is labeled S.
If opposite poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same, or like, poles are closest to each other, the magnets repel. The magnets in both pairs below repel."
9908,Which of these states is farthest north?,Geography,A. Kentucky | B. North Carolina | C. Pennsylvania | D. Nevada,Pennsylvania,scienceqa_images_fixed/9908.jpg,"Maps have four cardinal directions, or main directions. Those directions are north, south, east, and west.
A compass rose is a set of arrows that point to the cardinal directions. A compass rose usually shows only the first letter of each cardinal direction.
The north arrow points to the North Pole. On most maps, north is at the top of the map."
9909,Which country is highlighted?,The Americas: geography,A. Cuba | B. The Bahamas | C. Barbados | D. Haiti,The Bahamas,scienceqa_images_fixed/9909.jpg,
9910,What is the name of the colony shown?,Colonial America,A. Iowa | B. Pennsylvania | C. Virginia | D. Alabama,Pennsylvania,scienceqa_images_fixed/9910.jpg,
9911,What is the capital of Hawaii?,State capitals,A. Salt Lake City | B. Lexington | C. Honolulu | D. Sacramento,Honolulu,scienceqa_images_fixed/9911.jpg,
9913,Which statement describes the Tibetan Plateau ecosystem?,Ecosystems,"A. It has long, cold winters and short, cold summers. | B. It has warm summers and cool winters. | C. It has many evergreen trees.","It has long, cold winters and short, cold summers.",scienceqa_images_fixed/9913.jpg,"An environment includes all of the biotic, or living, and abiotic, or nonliving, things in an area. An ecosystem is created by the relationships that form among the biotic and abiotic parts of an environment.
There are many different types of terrestrial, or land-based, ecosystems. Here are some ways in which terrestrial ecosystems can differ from each other:
the pattern of weather, or climate
the type of soil
the organisms that live there"
9914,Which trait did Curculioides adompha have? Select the trait you can observe on the fossil.,Fossils,A. thin legs | B. red eyes,thin legs,scienceqa_images_fixed/9914.jpg,"The way an organism looks or acts is called a trait. Scientists use fossils to learn more about the traits of ancient organisms.
Fossils can preserve the remains of body parts and activities. A fossil of a body part, such as a tail or a wing, can tell you what an organism looked like. A fossil of an organism's activities, such as a burrow or a footprint, can tell you about the organism's behavior.
Here are three examples of fossils and the traits that you can observe from them:
This is a fossil of an animal. This fossil tells you that the animal had a spiral-shaped shell.
This is a fossil of a plant. This fossil tells you that the plant had small leaves arranged in a branched pattern.
This is a fossil of an animal's footprint. This fossil tells you that the animal could walk on land.
An organism's fossil may not show all of the organism's traits. This is because most body parts are destroyed during fossil formation. When an organism's body turns into a fossil, only a few body parts are usually preserved."
9915,Which of the following could Dave's test show?,Engineering practices,A. how well the weather station would work when it was windy | B. if the weather station would work when the temperature was 50°C,if the weather station would work when the temperature was 50°C,scienceqa_images_fixed/9915.jpg,"People can use the engineering-design process to develop solutions to problems. One step in the process is testing if a potential solution meets the requirements of the design. How can you determine what a test can show? You need to figure out what was tested and what was measured.
Imagine an engineer needs to design a bridge for a windy location. She wants to make sure the bridge will not move too much in high wind. So, she builds a smaller prototype, or model, of a bridge. Then, she exposes the prototype to high winds and measures how much the bridge moves.
First, identify what was tested. A test can examine one design, or it may compare multiple prototypes to each other. In the test described above, the engineer tested a prototype of a bridge in high wind.
Then, identify what the test measured. One of the criteria for the bridge was that it not move too much in high winds. The test measured how much the prototype bridge moved.
Tests can show how well one or more designs meet the criteria. The test described above can show whether the bridge would move too much in high winds."
9916,What can happen to a fertilized egg?,Plant reproduction,A. It can turn into a spore. | B. It can grow into a thin brown stalk.,It can grow into a thin brown stalk.,scienceqa_images_fixed/9916.jpg,"Moss plants reproduce using both asexual reproduction and sexual reproduction.
Moss plants use their male and female parts for sexual reproduction. The male parts produce sperm. Moss live in damp environments, and moss sperm can travel through water to the female parts.
The sperm fuse with eggs in the female part. This is called fertilization. Self-fertilization happens when a sperm from a moss plant fertilizes an egg from the same plant. Cross-fertilization happens when a sperm from one moss plant fertilizes an egg from a different moss plant.
The fertilized egg grows into a thin brown stalk on top of the female part. Each stalk has a small spore capsule at the top. Moss plants use asexual reproduction to make small spores in the capsules. When the capsules open, the spores are released.
When the spores land on the ground, they may germinate and grow into a new moss plant. This new moss plant can produce eggs and sperm and begin the moss life cycle again."
9917,What is the capital of Washington?,State capitals,A. New York City | B. Seattle | C. Spokane | D. Olympia,Olympia,scienceqa_images_fixed/9917.jpg,
9918,What is the capital of Missouri?,State capitals,A. Madison | B. Jefferson City | C. Pierre | D. New Haven,Jefferson City,scienceqa_images_fixed/9918.jpg,
9919,Which solution has a higher concentration of blue particles?,Solutions,A. Solution B | B. neither; their concentrations are the same | C. Solution A,Solution A,scienceqa_images_fixed/9919.jpg,"A solution is made up of two or more substances that are completely mixed. In a solution, solute particles are mixed into a solvent. The solute cannot be separated from the solvent by a filter. For example, if you stir a spoonful of salt into a cup of water, the salt will mix into the water to make a saltwater solution. In this case, the salt is the solute. The water is the solvent.
The concentration of a solute in a solution is a measure of the ratio of solute to solvent. Concentration can be described in terms of particles of solute per volume of solvent.
concentration = particles of solute / volume of solvent"
9922,Which country is highlighted?,Oceania: geography,A. the Marshall Islands | B. Australia | C. Solomon Islands | D. Vanuatu,Solomon Islands,scienceqa_images_fixed/9922.jpg,
9925,What can Mandy and Julian trade to each get what they want?,Basic economic principles,A. Mandy can trade her tomatoes for Julian's sandwich. | B. Julian can trade his broccoli for Mandy's oranges. | C. Mandy can trade her tomatoes for Julian's broccoli. | D. Julian can trade his almonds for Mandy's tomatoes.,Mandy can trade her tomatoes for Julian's broccoli.,scienceqa_images_fixed/9925.jpg,
9927,Can Hydra vulgaris cells make their own food?,Classification,A. no | B. yes,no,scienceqa_images_fixed/9927.jpg,"In the past, scientists classified living organisms into two groups: plants and animals. Over the past 300 years, scientists have discovered many more types of organisms. Today, many scientists classify organisms into six broad groups, called kingdoms.
Organisms in each kingdom have specific traits. The table below shows some traits used to describe each kingdom.
 | Bacteria | Archaea | Protists | Fungi | Animals | Plants
How many cells do they have? | one | one | one or many | one or many | many | many
Do their cells have a nucleus? | no | no | yes | yes | yes | yes
Can their cells make food? | some species can | some species can | some species can | no | no | yes"
9928,"Based on the timeline, which statement is true?",The American Revolution,A. The Revolutionary War began 12 years after the end of the French and Indian War. | B. The Boston Massacre was the first battle of the Revolutionary War.,The Revolutionary War began 12 years after the end of the French and Indian War.,scienceqa_images_fixed/9928.jpg,
9930,Which property do these three objects have in common?,Materials,A. fuzzy | B. shiny | C. soft,shiny,scienceqa_images_fixed/9930.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it.
Different objects can have properties in common. You can use these properties to put objects into groups. Grouping objects by their properties is called classification."
9931,Which country is highlighted?,The Americas: geography,A. Barbados | B. Saint Kitts and Nevis | C. Antigua and Barbuda | D. Saint Vincent and the Grenadines,Antigua and Barbuda,scienceqa_images_fixed/9931.jpg,
9932,Which property do these three objects have in common?,Materials,A. blue | B. hard | C. soft,soft,scienceqa_images_fixed/9932.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it.
Different objects can have properties in common. You can use these properties to put objects into groups. Grouping objects by their properties is called classification."
9935,What can Leon and Martha trade to each get what they want?,Basic economic principles,A. Leon can trade his tomatoes for Martha's carrots. | B. Leon can trade his tomatoes for Martha's broccoli. | C. Martha can trade her broccoli for Leon's oranges. | D. Martha can trade her almonds for Leon's tomatoes.,Leon can trade his tomatoes for Martha's broccoli.,scienceqa_images_fixed/9935.jpg,
9940,Select the organism in the same species as the American bullfrog.,Classification and scientific names,A. Hemidactylus turcicus | B. Lithobates catesbeianus | C. Bufo guttatus,Lithobates catesbeianus,scienceqa_images_fixed/9940.jpg,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur."
9941,What is the capital of Wyoming?,State capitals,A. Billings | B. Boise | C. Laramie | D. Cheyenne,Cheyenne,scienceqa_images_fixed/9941.jpg,
9948,Which ocean is highlighted?,Physical Geography,A. the Arctic Ocean | B. the Indian Ocean | C. the Southern Ocean | D. the Atlantic Ocean,the Southern Ocean,scienceqa_images_fixed/9948.jpg,"Oceans are huge bodies of salt water. The world has five oceans. All of the oceans are connected, making one world ocean."
9951,Which property matches this object?,Materials,A. opaque | B. hard,hard,scienceqa_images_fixed/9951.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it."
9952,Identify the question that Jackson's experiment can best answer.,Designing experiments,A. Do steel nails take fewer days to rust in water compared to vinegar? | B. Do steel nails rust in fewer days when submerged in a large volume of liquid compared to a small volume?,Do steel nails take fewer days to rust in water compared to vinegar?,scienceqa_images_fixed/9952.jpg,"Experiments can be designed to answer specific questions. How can you identify the questions that a certain experiment can answer? In order to do this, you need to figure out what was tested and what was measured during the experiment.
Imagine an experiment with two groups of daffodil plants. One group of plants was grown in sandy soil, and the other was grown in clay soil. Then, the height of each plant was measured.
First, identify the part of the experiment that was tested. The part of an experiment that is tested usually involves the part of the experimental setup that is different or changed. In the experiment described above, each group of plants was grown in a different type of soil. So, the effect of growing plants in different soil types was tested.
Then, identify the part of the experiment that was measured. The part of the experiment that is measured may include measurements and calculations. In the experiment described above, the heights of the plants in each group were measured.
Experiments can answer questions about how the part of the experiment that is tested affects the part that is measured. So, the experiment described above can answer questions about how soil type affects plant height.
Examples of questions that this experiment can answer include:
Does soil type affect the height of daffodil plants?
Do daffodil plants in sandy soil grow taller than daffodil plants in clay soil?
Are daffodil plants grown in sandy soil shorter than daffodil plants grown in clay soil?"
9956,Which part of the cabbage plant do we usually eat?,Plants,A. the leaves | B. the flowers | C. the fruit,the leaves,scienceqa_images_fixed/9956.jpg,"The fruits and vegetables we eat are parts of plants! Plants are made up of different structures. The different structures carry out important functions.
The roots take in water and nutrients from the soil. They also hold the plant in place in the soil.
The stem supports the plant. It carries food, water, and nutrients through the plant.
The leaves are where most of the plant's photosynthesis happens. Photosynthesis is the process plants use to turn water, sunlight, and carbon dioxide into food.
After they are pollinated, the flowers make seeds and fruit.
The fruit contain the seeds. Each fruit grows from a pollinated flower.
The seeds can grow into a new plant. Germination is when a seed begins to grow."
9957,What evidence of an earthquake does this picture show?,Earth events,A. There are large cracks in the road. | B. There is a white line along the side of the road.,There are large cracks in the road.,scienceqa_images_fixed/9957.jpg,"Evidence is information that tells you something happened.
How do you look for evidence of a change to Earth's surface?
There are many ways to find evidence of a change to Earth's surface. One way is to look at a picture that was taken after the change.
Here are some examples of what the evidence for different changes might be:
Cause of the change | Evidence of the change
earthquake | cracks in the ground; houses with broken walls and roofs
volcanic eruption | melted rock on Earth's surface; smoke coming out of a hole in the ground
erosion | a canyon with a river flowing through it; a river carrying sand and mud
Be careful when you are looking for evidence!
A picture of Earth's surface can contain a lot of information. Some of that information might be evidence of a change to the surface, but some of it is not!
For example, a picture taken after an earthquake might show a blue sky. But the color of the sky is not evidence of an earthquake. So, that information is not evidence that an earthquake happened."
9958,"As the string pulls on the kite, what is the direction of the opposing force?",Force and motion,A. toward Lexi | B. away from Lexi,away from Lexi,scienceqa_images_fixed/9958.jpg,"A force is a push or a pull that acts on an object. Each force acts on an object in a certain direction. If two forces act on an object in opposite directions, they are called opposing forces."
9963,What is the name of the colony shown?,Colonial America,A. New York | B. South Carolina | C. Vermont | D. Pennsylvania,New York,scienceqa_images_fixed/9963.jpg,
9965,Will these magnets attract or repel each other?,Magnets,A. repel | B. attract,repel,scienceqa_images_fixed/9965.jpg,"Magnets can pull or push on other magnets without touching them. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes are called magnetic forces.
Magnetic forces are strongest at the magnets' poles, or ends. Every magnet has two poles: a north pole (N) and a south pole (S).
Here are some examples of magnets. Their poles are shown in different colors and labeled.
Whether a magnet attracts or repels other magnets depends on the positions of its poles.
If opposite poles are closest to each other, the magnets attract. The magnets in the pair below attract.
If the same, or like, poles are closest to each other, the magnets repel. The magnets in both pairs below repel."
9968,Select the organism in the same species as the Grevy's zebra.,Scientific names,A. Equus grevyi | B. Cervus canadensis | C. Camelus dromedarius,Equus grevyi,scienceqa_images_fixed/9968.jpg,"Scientists use scientific names to identify organisms. Scientific names are made of two words.
The first word in an organism's scientific name tells you the organism's genus. A genus is a group of organisms that share many traits.
A genus is made up of one or more species. A species is a group of very similar organisms. The second word in an organism's scientific name tells you its species within its genus.
Together, the two parts of an organism's scientific name identify its species. For example Ursus maritimus and Ursus americanus are two species of bears. They are part of the same genus, Ursus. But they are different species within the genus. Ursus maritimus has the species name maritimus. Ursus americanus has the species name americanus.
Both bears have small round ears and sharp claws. But Ursus maritimus has white fur and Ursus americanus has black fur."
9969,"Based on the timeline, which of the following statements is true?",The Early Republic,A. A plan to govern the new country was written and adopted during the Revolutionary War. | B. The Articles of Confederation were first written during the Constitutional Convention. | C. The Articles of Confederation were never adopted by the states. | D. The Revolutionary War began after the Constitutional Convention met.,A plan to govern the new country was written and adopted during the Revolutionary War.,scienceqa_images_fixed/9969.jpg,
9973,Which is this organism's common name?,Classification and scientific names,A. great blue heron | B. Ardea herodias,great blue heron,scienceqa_images_fixed/9973.jpg,"An organism's common name is the name that people normally call the organism. Common names often contain words you know.
An organism's scientific name is the name scientists use to identify the organism. Scientific names often contain words that are not used in everyday English.
Scientific names are written in italics, but common names are usually not. The first word of the scientific name is capitalized, and the second word is not. For example, the common name of the animal below is giant panda. Its scientific name is Ailuropoda melanoleuca."
9974,Which country is highlighted?,Oceania: geography,A. Tuvalu | B. Tonga | C. the Federated States of Micronesia | D. Fiji,Tuvalu,scienceqa_images_fixed/9974.jpg,
9975,Which animal's limbs are also adapted for swimming?,Adaptations,A. humpback whale | B. great blue heron,humpback whale,scienceqa_images_fixed/9975.jpg,"An adaptation is an inherited trait that helps an organism survive or reproduce. Adaptations can include both body parts and behaviors.
Arms, legs, flippers, and wings are different types of limbs. The type of limbs an animal has is an example of an adaptation. Animals' limbs can be adapted in different ways. For example, long legs might help an animal run fast. Flippers might help an animal swim. Wings might help an animal fly."
9977,Think about the magnetic force between the magnets in each pair. Which of the following statements is true?,"Velocity, acceleration, and forces",A. The magnitude of the magnetic force is the same in both pairs. | B. The magnitude of the magnetic force is smaller in Pair 2. | C. The magnitude of the magnetic force is smaller in Pair 1.,The magnitude of the magnetic force is smaller in Pair 2.,scienceqa_images_fixed/9977.jpg,"Magnets can pull or push on each other without touching. When magnets attract, they pull together. When magnets repel, they push apart. These pulls and pushes between magnets are called magnetic forces.
The strength of a force is called its magnitude. The greater the magnitude of the magnetic force between two magnets, the more strongly the magnets attract or repel each other.
You can change the magnitude of a magnetic force between two magnets by using magnets of different sizes. The magnitude of the magnetic force is smaller when the magnets are smaller."
9979,What is the capital of Florida?,State capitals,A. Tallahassee | B. Richmond | C. Orlando | D. Columbia,Tallahassee,scienceqa_images_fixed/9979.jpg,
9982,Which continent was involved in the Seven Years' War?,The American Revolution,A. Africa | B. Australia,Africa,scienceqa_images_fixed/9982.jpg,
9987,Select the fish below.,Classification,A. human | B. tiger shark,tiger shark,scienceqa_images_fixed/9987.jpg,"Birds, mammals, fish, reptiles, and amphibians are groups of animals. The animals in each group have traits in common.
Scientists sort animals into groups based on traits they have in common. This process is called classification."
9990,Which property matches this object?,Materials,A. sweet | B. blue,sweet,scienceqa_images_fixed/9990.jpg,"An object has different properties. A property of an object can tell you how it looks, feels, tastes, or smells. Properties can also tell you how an object will behave when something happens to it."
9991,Which country is highlighted?,The Americas: geography,A. Haiti | B. Trinidad and Tobago | C. Barbados | D. Grenada,Trinidad and Tobago,scienceqa_images_fixed/9991.jpg,
